age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
76.0,admin.,married,professional.course,unknown,yes,no,cellular,feb,thu,21.0,5,999,0,nonexistent,-0.1,93.411,-39.5,3.001,4963,no
41.0,technician,divorced,professional.course,unknown,no,no,cellular,jul,thu,227.0,14,999,0,nonexistent,1.1,94.524,-38.1,3.865,5176,no
68.0,unemployed,married,university.degree,no,yes,no,cellular,jun,wed,123.0,6,999,0,nonexistent,-0.1,93.002,-39.2,1.898,5176,no
62.0,technician,married,professional.course,no,yes,no,cellular,may,tue,28.0,8,999,0,nonexistent,-1.7,93.11,-37.5,3.468,5228,no
61.0,student,divorced,basic.9y,unknown,yes,no,telephone,may,mon,53.0,5,999,0,nonexistent,-0.1,93.018,-38.3,0.6,5076,no
39.0,blue-collar,divorced,basic.9y,no,no,no,cellular,oct,tue,272.0,4,999,0,nonexistent,-0.1,93.513,-46.6,3.893,5008,no
30.0,blue-collar,single,basic.9y,no,no,no,cellular,dec,thu,262.0,2,999,0,nonexistent,-0.1,92.76,-38.4,3.392,5191,no
60.0,self-employed,married,high.school,no,no,no,cellular,jun,mon,143.0,8,999,0,nonexistent,1.1,94.856,-36.9,2.391,4963,no
78.0,blue-collar,married,university.degree,no,no,yes,cellular,nov,tue,288.0,12,2,3,failure,1.1,93.26,-46.8,3.394,5228,no
66.0,admin.,married,high.school,no,yes,no,telephone,feb,wed,704.0,7,999,0,nonexistent,1.1,93.917,-39.2,4.675,5228,no
38.0,technician,married,basic.9y,no,no,no,telephone,jun,tue,800.0,3,999,0,nonexistent,-0.1,93.12,-37.6,5.0,5191,no
47.0,blue-collar,married,university.degree,unknown,no,no,telephone,jun,thu,329.0,6,999,0,nonexistent,-0.1,94.558,-34.6,3.852,4963,yes
23.0,entrepreneur,single,university.degree,no,no,yes,cellular,mar,thu,46.0,8,999,0,nonexistent,1.1,92.59,-42.1,0.6,5008,no
85.0,management,married,university.degree,no,yes,no,telephone,may,fri,506.0,14,999,0,nonexistent,-1.8,92.334,-36.6,4.305,5176,no
60.0,services,single,professional.course,no,yes,no,cellular,nov,thu,423.0,2,999,0,nonexistent,-1.7,93.911,-38.6,4.031,5076,no
44.0,admin.,single,university.degree,unknown,yes,no,telephone,may,thu,382.0,9,999,0,nonexistent,-0.1,93.378,-48.4,1.694,5228,no
63.0,unemployed,married,high.school,no,yes,no,cellular,may,thu,253.0,1,999,0,nonexistent,-0.1,92.924,-37.6,0.6,5008,no
58.0,management,married,basic.6y,unknown,no,yes,cellular,nov,fri,532.0,9,999,0,nonexistent,-0.1,94.577,-39.9,3.822,5076,no
75.0,services,married,university.degree,no,yes,no,telephone,jul,mon,194.0,9,999,0,nonexistent,-0.1,94.071,-43.8,4.578,5176,no
68.0,blue-collar,married,professional.course,no,yes,no,cellular,jun,thu,156.0,13,999,0,nonexistent,-1.8,94.254,-47.3,2.671,5076,no
67.0,retired,married,university.degree,no,yes,no,cellular,mar,wed,388.0,3,999,0,nonexistent,-0.1,93.939,-44.1,5.0,5176,yes
37.0,technician,married,high.school,no,no,no,cellular,nov,fri,130.0,13,999,0,nonexistent,1.1,93.569,-45.0,5.0,5228,no
66.0,blue-collar,single,basic.9y,no,no,no,telephone,feb,thu,15.0,8,999,0,nonexistent,-0.1,92.578,-47.1,5.0,5228,no
76.0,blue-collar,married,basic.4y,no,yes,yes,cellular,mar,mon,33.0,9,999,0,nonexistent,1.4,94.014,-37.6,5.0,5017,no
38.0,student,single,high.school,no,no,no,cellular,jul,mon,64.0,10,999,0,nonexistent,-1.8,94.031,-44.0,1.931,5008,no
36.0,blue-collar,married,university.degree,yes,no,yes,telephone,may,mon,9.0,5,999,0,nonexistent,1.4,93.267,-40.2,2.656,5099,no
68.0,technician,single,high.school,no,no,yes,telephone,dec,wed,117.0,6,999,0,nonexistent,-0.1,93.306,-40.6,5.0,5076,no
60.0,blue-collar,married,unknown,no,yes,no,cellular,nov,tue,56.0,1,999,0,nonexistent,1.1,94.038,-37.2,0.6,5099,no
31.0,blue-collar,divorced,high.school,unknown,yes,yes,telephone,may,mon,510.0,5,999,0,nonexistent,-0.1,93.243,-44.6,3.285,5176,yes
70.0,admin.,married,professional.course,no,no,no,telephone,sep,wed,288.0,14,999,0,nonexistent,-1.8,93.506,-45.1,2.076,5228,no
36.0,blue-collar,married,unknown,no,yes,no,telephone,dec,wed,50.0,4,999,0,nonexistent,-1.7,93.732,-50.3,5.0,5099,no
83.0,blue-collar,divorced,unknown,no,no,no,cellular,dec,mon,573.0,5,999,0,nonexistent,1.1,93.924,-44.3,5.0,5228,yes
,technician,married,university.degree,no,no,no,cellular,may,wed,401.0,14,999,0,nonexistent,1.4,93.609,-35.0,3.808,5017,yes
86.0,management,single,university.degree,no,no,no,telephone,aug,mon,420.0,6,999,0,nonexistent,1.4,92.992,-43.2,5.0,5176,yes
45.0,entrepreneur,single,basic.9y,unknown,yes,no,cellular,may,thu,179.0,13,999,0,nonexistent,-1.7,92.589,-45.3,4.125,5176,no
85.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,281.0,12,999,0,nonexistent,1.1,94.083,-29.9,5.0,5076,no
82.0,admin.,married,professional.course,no,no,no,telephone,jun,wed,590.0,11,999,0,nonexistent,1.4,92.842,-44.2,5.0,5099,yes
41.0,blue-collar,single,professional.course,unknown,no,yes,cellular,nov,fri,57.0,6,999,0,nonexistent,-1.8,93.438,-48.7,3.556,5099,no
49.0,technician,single,university.degree,no,yes,no,cellular,nov,thu,56.0,11,17,5,failure,-1.8,94.912,-41.0,0.6,5191,no
63.0,housemaid,married,university.degree,no,yes,no,cellular,may,wed,5.0,5,999,0,nonexistent,-0.1,95.03,-36.9,3.431,5191,no
23.0,management,married,unknown,unknown,no,no,cellular,may,fri,55.0,9,999,0,nonexistent,-1.8,93.438,-40.5,5.0,5176,no
43.0,management,married,basic.6y,no,no,no,telephone,may,thu,297.0,11,999,0,nonexistent,1.4,94.42,-41.5,3.543,5008,no
36.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,128.0,5,999,0,nonexistent,1.4,93.432,-36.0,0.6,5191,no
25.0,services,married,university.degree,unknown,no,no,telephone,may,fri,56.0,9,999,0,nonexistent,-1.7,93.488,-39.8,2.296,4963,no
77.0,admin.,single,basic.9y,no,no,no,cellular,jul,thu,360.0,2,999,0,nonexistent,-1.8,93.654,-40.5,4.269,5017,yes
46.0,housemaid,married,professional.course,no,yes,no,cellular,aug,tue,283.0,13,4,5,success,1.1,93.064,-38.1,0.688,5008,no
73.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,7.0,11,999,0,nonexistent,1.1,93.317,-41.9,2.664,5176,no
50.0,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,55.0,12,999,0,nonexistent,-1.8,92.99,-42.3,1.782,5017,no
21.0,management,divorced,high.school,no,no,no,cellular,nov,fri,27.0,12,999,0,nonexistent,1.4,92.737,-41.3,1.02,5099,no
77.0,management,married,high.school,no,yes,no,cellular,oct,thu,580.0,14,999,0,nonexistent,-0.1,94.06,-40.6,2.223,5017,yes
57.0,blue-collar,single,high.school,no,no,no,cellular,feb,tue,270.0,9,999,0,nonexistent,-0.1,94.411,-43.1,4.0,5176,no
83.0,retired,married,university.degree,unknown,yes,yes,cellular,dec,fri,461.0,4,999,0,nonexistent,1.4,92.352,-35.7,4.446,5176,yes
87.0,services,married,university.degree,unknown,no,no,cellular,may,mon,44.0,2,999,0,nonexistent,1.4,93.726,-30.2,3.59,5176,no
67.0,technician,single,university.degree,no,yes,yes,telephone,nov,mon,127.0,2,999,0,nonexistent,1.1,93.412,-42.3,2.551,5191,no
19.0,technician,married,university.degree,unknown,yes,no,cellular,jul,thu,579.0,3,999,0,nonexistent,1.4,94.386,-44.2,1.387,5228,yes
62.0,management,single,high.school,no,no,no,telephone,jul,fri,61.0,8,999,0,nonexistent,1.1,93.778,-48.3,2.29,4963,no
70.0,unemployed,single,university.degree,no,no,no,telephone,mar,mon,484.0,14,999,0,nonexistent,1.1,93.657,-42.6,5.0,5017,yes
26.0,technician,married,basic.6y,no,no,no,cellular,nov,wed,900.0,4,999,0,nonexistent,1.4,93.392,-44.0,5.0,5228,no
60.0,technician,single,basic.6y,no,no,no,telephone,dec,thu,27.0,9,999,0,nonexistent,1.1,93.615,-39.1,5.0,5176,no
59.0,technician,single,university.degree,no,no,no,cellular,aug,thu,8.0,3,999,0,nonexistent,-0.1,93.354,-45.4,0.822,4963,no
69.0,services,married,professional.course,no,no,yes,cellular,may,fri,163.0,4,999,0,nonexistent,1.1,93.179,-40.0,3.133,4963,no
41.0,admin.,married,basic.9y,no,no,no,cellular,aug,fri,967.0,9,999,0,nonexistent,-1.8,93.987,-31.8,1.594,5228,yes
57.0,blue-collar,married,high.school,unknown,yes,no,telephone,dec,mon,91.0,14,999,0,nonexistent,-0.1,92.912,-37.1,4.406,5076,no
84.0,admin.,married,professional.course,no,yes,no,telephone,may,thu,103.0,6,999,0,nonexistent,-1.8,94.025,-44.5,0.932,4963,no
59.0,services,single,high.school,no,yes,no,cellular,sep,wed,134.0,14,999,0,nonexistent,-0.1,93.896,-37.0,2.42,5228,no
41.0,entrepreneur,married,professional.course,no,yes,unknown,cellular,aug,tue,162.0,12,999,0,nonexistent,1.4,93.299,-35.2,1.54,5228,no
29.0,admin.,divorced,university.degree,no,yes,no,cellular,jun,tue,564.0,7,999,0,nonexistent,-0.1,93.358,-45.5,5.0,5017,yes
36.0,blue-collar,married,high.school,no,yes,no,cellular,feb,tue,358.0,6,999,0,nonexistent,-0.1,92.903,-40.5,3.467,5191,yes
35.0,services,married,high.school,unknown,no,no,telephone,dec,fri,33.0,1,999,0,nonexistent,-0.1,93.908,-43.1,2.995,5076,no
84.0,blue-collar,married,basic.9y,no,yes,no,cellular,dec,fri,121.0,5,999,0,nonexistent,-1.8,93.963,-44.7,5.0,5228,no
45.0,admin.,single,professional.course,no,no,no,cellular,jul,thu,207.0,7,999,0,nonexistent,1.1,92.248,-41.2,3.845,5076,no
44.0,blue-collar,single,basic.6y,no,yes,no,cellular,dec,fri,206.0,9,999,0,nonexistent,-1.8,93.52,-35.6,2.042,5008,no
75.0,admin.,married,university.degree,no,no,no,cellular,jul,wed,77.0,14,999,0,nonexistent,-0.1,94.028,-38.9,5.0,5076,no
80.0,blue-collar,married,university.degree,no,yes,no,cellular,nov,tue,31.0,1,999,0,nonexistent,1.1,93.914,-37.1,3.422,5228,no
42.0,blue-collar,divorced,high.school,no,yes,no,cellular,jan,thu,907.0,7,999,0,nonexistent,-1.8,92.333,-37.1,2.539,5099,no
81.0,technician,married,high.school,no,yes,no,telephone,dec,mon,31.0,14,999,0,nonexistent,-0.1,94.408,-37.7,2.398,4963,no
72.0,admin.,divorced,basic.9y,no,yes,no,cellular,dec,fri,117.0,5,999,0,nonexistent,-1.8,92.545,-41.5,5.0,5228,no
37.0,technician,single,basic.6y,unknown,no,no,telephone,may,fri,769.0,12,999,0,nonexistent,-0.1,94.365,-41.6,4.152,5191,no
20.0,services,married,university.degree,no,yes,no,cellular,sep,fri,32.0,11,999,0,nonexistent,-0.1,93.009,-37.5,3.702,5008,no
74.0,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,134.0,3,999,0,nonexistent,1.1,93.559,-44.1,4.901,5191,no
84.0,admin.,married,professional.course,unknown,yes,no,cellular,feb,fri,182.0,6,999,0,nonexistent,-0.1,93.568,-45.2,3.956,5176,no
36.0,retired,single,high.school,no,yes,no,telephone,dec,thu,78.0,9,999,0,nonexistent,-0.1,93.863,-37.9,3.477,5099,no
53.0,blue-collar,married,high.school,no,yes,yes,telephone,aug,tue,227.0,11,999,0,nonexistent,-0.1,92.82,-36.0,5.0,5176,no
36.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,609.0,14,999,0,nonexistent,1.1,93.741,-41.8,2.018,5008,yes
69.0,services,married,basic.6y,no,no,no,telephone,nov,fri,392.0,7,5,4,failure,-1.8,93.653,-43.0,2.677,4963,no
33.0,management,married,professional.course,unknown,no,no,cellular,nov,thu,143.0,3,999,0,nonexistent,-0.1,93.143,-40.2,5.0,5017,no
25.0,technician,married,basic.6y,no,unknown,yes,telephone,dec,fri,112.0,11,999,0,nonexistent,1.1,93.841,-38.8,2.787,5076,no
76.0,admin.,married,high.school,unknown,yes,no,telephone,jul,wed,169.0,4,999,0,nonexistent,-1.8,93.125,-34.7,5.0,5191,no
87.0,technician,divorced,unknown,unknown,yes,no,telephone,may,wed,109.0,10,999,0,nonexistent,1.4,93.252,-42.6,5.0,4963,no
60.0,unemployed,married,high.school,no,no,no,telephone,feb,mon,418.0,3,999,0,nonexistent,-1.7,93.238,-46.7,1.966,5008,no
32.0,management,married,unknown,no,yes,no,cellular,mar,tue,41.0,5,999,0,nonexistent,-0.1,93.144,-49.5,5.0,5228,no
26.0,admin.,single,university.degree,no,no,no,cellular,may,tue,7.0,11,999,0,nonexistent,1.1,93.52,-39.0,3.948,5228,no
48.0,student,married,high.school,no,no,no,cellular,may,mon,225.0,3,999,0,nonexistent,-0.1,93.34,-42.3,3.306,5099,no
33.0,retired,divorced,basic.9y,no,no,no,telephone,nov,tue,43.0,8,999,0,nonexistent,1.4,92.502,-34.5,5.0,5099,no
41.0,services,divorced,basic.6y,no,no,no,cellular,may,thu,424.0,9,999,0,nonexistent,-0.1,93.466,-39.0,2.918,5008,no
21.0,admin.,married,high.school,no,no,yes,telephone,jan,fri,84.0,12,999,0,nonexistent,-0.1,94.788,-38.5,0.6,5228,no
25.0,blue-collar,married,basic.6y,no,yes,no,cellular,nov,fri,46.0,5,999,0,nonexistent,1.1,93.686,-41.5,3.951,5017,no
87.0,technician,married,high.school,no,no,no,cellular,oct,fri,221.0,5,999,0,nonexistent,-0.1,95.18,-45.0,4.554,5191,no
,services,married,high.school,no,no,no,cellular,may,wed,982.0,7,999,0,nonexistent,-1.7,93.457,-37.4,4.27,5076,yes
18.0,blue-collar,divorced,high.school,no,no,no,cellular,sep,wed,465.0,12,999,0,nonexistent,-0.1,93.388,-40.6,3.532,5008,yes
85.0,retired,married,professional.course,no,yes,no,telephone,sep,tue,8.0,9,999,0,nonexistent,1.1,93.538,-41.8,4.701,5228,no
59.0,technician,married,university.degree,unknown,yes,no,telephone,dec,tue,105.0,5,999,0,nonexistent,-1.8,93.801,-41.6,3.635,5099,no
54.0,housemaid,divorced,university.degree,no,yes,no,cellular,dec,fri,83.0,6,999,0,nonexistent,1.1,94.412,-45.0,3.773,5099,no
24.0,admin.,divorced,professional.course,no,no,no,telephone,dec,fri,52.0,9,999,0,nonexistent,-1.7,94.192,-32.2,2.093,5228,no
82.0,services,single,professional.course,no,no,yes,cellular,may,mon,65.0,1,999,0,nonexistent,1.1,93.052,-36.0,2.718,5176,no
86.0,blue-collar,single,university.degree,no,no,unknown,telephone,dec,fri,279.0,7,999,0,nonexistent,1.4,93.63,-45.0,3.109,5076,no
73.0,management,divorced,university.degree,no,no,no,telephone,jan,tue,91.0,11,999,0,nonexistent,-1.7,93.278,-40.6,3.248,5191,no
29.0,unknown,married,high.school,no,yes,yes,telephone,apr,thu,241.0,12,999,0,nonexistent,-0.1,93.342,-30.9,5.0,5008,no
79.0,technician,divorced,basic.6y,no,yes,no,cellular,sep,fri,105.0,2,999,0,nonexistent,-0.1,92.78,-40.5,0.989,5008,no
82.0,blue-collar,married,basic.4y,no,yes,no,telephone,nov,thu,44.0,10,999,0,nonexistent,-1.7,94.44,-43.1,2.977,4963,no
37.0,blue-collar,married,unknown,no,yes,no,cellular,nov,wed,223.0,12,999,0,nonexistent,1.4,93.643,-45.4,2.23,5076,no
40.0,technician,married,basic.9y,no,no,no,telephone,may,mon,498.0,6,999,0,nonexistent,-1.7,94.446,-45.2,3.377,5099,no
58.0,blue-collar,divorced,high.school,no,yes,no,cellular,jul,wed,643.0,8,999,0,nonexistent,-1.8,93.15,-37.1,2.3,5017,yes
18.0,technician,married,high.school,no,no,no,telephone,apr,wed,669.0,2,999,0,nonexistent,-1.7,94.408,-41.0,3.665,5191,no
36.0,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,29.0,9,999,0,nonexistent,-1.8,93.834,-40.1,5.0,5099,no
44.0,admin.,single,professional.course,no,yes,no,cellular,jul,thu,365.0,10,999,0,nonexistent,-0.1,93.856,-38.7,2.25,5099,no
20.0,management,married,high.school,no,no,no,cellular,may,wed,113.0,6,999,0,nonexistent,-0.1,94.076,-38.0,5.0,5099,no
85.0,blue-collar,single,university.degree,no,yes,no,telephone,dec,wed,340.0,14,999,0,nonexistent,-1.7,94.031,-35.6,3.754,5191,no
66.0,services,married,basic.9y,no,yes,no,cellular,jul,thu,590.0,9,16,4,success,1.4,94.403,-38.5,3.282,5076,yes
48.0,blue-collar,married,professional.course,no,no,no,cellular,sep,thu,615.0,5,999,0,nonexistent,1.4,94.732,-39.0,1.315,5176,yes
30.0,blue-collar,married,university.degree,no,yes,yes,cellular,nov,tue,105.0,14,999,0,nonexistent,-1.8,92.906,-34.3,0.735,5191,no
79.0,admin.,single,university.degree,no,no,no,telephone,apr,mon,264.0,1,999,0,nonexistent,-0.1,93.708,-37.5,1.741,4963,no
45.0,self-employed,married,high.school,no,no,no,telephone,jul,mon,361.0,11,999,0,nonexistent,1.4,92.406,-37.5,5.0,5076,no
70.0,management,single,professional.course,unknown,yes,no,telephone,sep,fri,152.0,11,999,0,nonexistent,1.1,94.229,-43.0,2.951,5017,no
38.0,admin.,married,professional.course,unknown,no,no,cellular,dec,thu,17.0,13,999,0,nonexistent,1.1,93.611,-33.6,5.0,5099,no
37.0,admin.,single,unknown,no,yes,no,telephone,may,mon,241.0,10,999,0,nonexistent,-0.1,93.67,-42.8,2.127,5191,no
58.0,blue-collar,married,professional.course,unknown,no,yes,telephone,may,wed,75.0,7,999,0,nonexistent,-0.1,93.365,-36.9,2.439,5017,no
61.0,blue-collar,married,high.school,no,yes,yes,cellular,may,wed,385.0,10,999,0,nonexistent,-1.8,94.045,-38.7,2.052,5076,no
32.0,blue-collar,divorced,unknown,no,yes,no,cellular,feb,tue,290.0,8,999,0,nonexistent,-0.1,93.235,-45.4,2.956,5176,no
30.0,self-employed,single,high.school,no,no,no,cellular,aug,fri,342.0,2,999,0,nonexistent,-1.7,94.066,-42.1,5.0,5176,no
37.0,admin.,single,university.degree,no,yes,no,cellular,feb,tue,34.0,7,999,0,nonexistent,1.4,94.927,-36.3,4.164,5017,no
70.0,blue-collar,married,unknown,no,yes,no,cellular,feb,tue,164.0,9,999,0,nonexistent,-0.1,93.726,-36.8,5.0,5008,no
62.0,services,married,basic.4y,unknown,no,no,cellular,may,mon,109.0,13,999,0,nonexistent,1.4,92.975,-36.5,2.511,4963,no
28.0,entrepreneur,married,high.school,no,no,yes,cellular,jul,mon,295.0,13,999,0,nonexistent,-1.7,93.078,-44.3,1.309,5228,no
86.0,retired,married,high.school,no,yes,no,telephone,oct,thu,53.0,4,999,0,nonexistent,-1.8,93.626,-37.7,3.623,5099,no
82.0,admin.,married,basic.9y,no,no,no,cellular,aug,tue,251.0,5,999,0,nonexistent,-1.8,93.776,-47.0,5.0,4963,no
25.0,retired,married,university.degree,no,no,yes,cellular,may,fri,138.0,7,999,0,nonexistent,-1.8,93.829,-47.3,2.138,5176,no
81.0,admin.,married,basic.9y,no,no,yes,cellular,may,tue,136.0,12,999,0,nonexistent,-0.1,95.082,-37.8,2.53,5008,no
87.0,admin.,married,basic.9y,no,no,no,telephone,aug,wed,5.0,6,999,0,nonexistent,1.4,93.619,-36.0,0.642,5228,no
28.0,blue-collar,married,unknown,no,no,no,cellular,jul,fri,87.0,12,999,0,nonexistent,-1.8,92.187,-47.1,5.0,5017,no
,retired,married,professional.course,no,yes,no,cellular,may,wed,373.0,5,999,0,nonexistent,1.4,93.177,-48.0,3.014,5099,no
79.0,retired,married,high.school,unknown,no,no,cellular,may,thu,175.0,14,999,0,nonexistent,-0.1,92.641,-41.4,2.632,5228,no
24.0,entrepreneur,married,basic.9y,yes,no,no,cellular,may,mon,612.0,8,999,0,nonexistent,1.1,94.298,-40.3,1.269,5008,no
35.0,technician,single,basic.9y,no,yes,no,cellular,dec,mon,724.0,3,999,0,nonexistent,-1.7,93.605,-42.4,1.933,5076,yes
61.0,admin.,divorced,professional.course,no,no,no,telephone,may,wed,173.0,4,999,0,nonexistent,1.1,93.672,-45.3,4.121,5099,no
64.0,blue-collar,single,basic.9y,no,yes,no,cellular,aug,wed,97.0,10,999,0,nonexistent,1.1,93.234,-31.7,1.919,5099,no
78.0,student,single,university.degree,no,no,no,cellular,feb,mon,150.0,11,999,0,nonexistent,-1.7,93.892,-38.9,1.953,5099,no
21.0,blue-collar,married,unknown,no,no,no,cellular,dec,tue,287.0,5,999,0,nonexistent,1.1,92.381,-44.3,3.619,5008,no
32.0,admin.,single,high.school,no,no,yes,cellular,may,wed,483.0,1,999,0,nonexistent,-1.8,93.34,-35.3,0.6,4963,yes
64.0,unemployed,single,basic.6y,no,yes,no,telephone,feb,mon,194.0,9,18,1,success,-0.1,94.451,-35.6,3.783,4963,no
31.0,blue-collar,married,high.school,no,yes,yes,cellular,nov,fri,107.0,11,999,0,nonexistent,-0.1,92.832,-36.8,3.648,5076,no
69.0,technician,married,university.degree,no,no,no,telephone,dec,mon,114.0,2,999,0,nonexistent,-1.8,94.881,-38.9,5.0,5191,no
85.0,blue-collar,single,professional.course,unknown,no,no,cellular,jan,tue,114.0,2,999,0,nonexistent,1.1,93.84,-40.9,4.426,5017,no
40.0,blue-collar,married,university.degree,no,no,no,cellular,may,wed,76.0,9,999,0,nonexistent,-0.1,93.007,-31.1,0.6,5228,no
21.0,student,single,university.degree,no,no,yes,cellular,may,tue,509.0,3,999,0,nonexistent,-0.1,94.469,-44.2,1.326,5176,yes
35.0,admin.,single,basic.9y,unknown,no,no,telephone,jun,mon,176.0,11,999,0,nonexistent,1.4,93.986,-45.3,4.54,5191,no
28.0,technician,single,university.degree,unknown,yes,no,telephone,dec,tue,570.0,1,999,0,nonexistent,1.4,93.45,-39.0,5.0,5176,no
80.0,unemployed,single,unknown,no,no,no,cellular,may,tue,699.0,7,999,0,nonexistent,-0.1,93.457,-44.7,3.307,4963,yes
60.0,admin.,single,professional.course,no,yes,no,cellular,may,thu,143.0,13,999,0,nonexistent,-1.7,93.001,-42.6,2.416,5176,no
85.0,technician,married,university.degree,unknown,no,no,telephone,may,thu,36.0,13,999,0,nonexistent,1.1,93.626,-39.5,1.036,5076,no
71.0,technician,divorced,university.degree,no,yes,unknown,cellular,may,tue,476.0,13,999,0,nonexistent,-0.1,93.896,-42.3,1.848,5017,yes
60.0,unknown,married,unknown,no,no,no,telephone,jul,tue,13.0,14,999,0,nonexistent,1.4,94.578,-32.1,3.358,5076,no
21.0,admin.,divorced,high.school,no,yes,no,cellular,dec,mon,62.0,8,14,4,failure,1.1,93.54,-44.2,5.0,5191,no
27.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,123.0,7,999,0,nonexistent,1.4,93.558,-44.0,1.928,5191,no
44.0,admin.,divorced,unknown,no,yes,no,cellular,may,fri,164.0,9,999,0,nonexistent,1.1,93.097,-44.1,4.349,5176,no
37.0,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,326.0,9,999,0,nonexistent,1.1,93.653,-34.5,3.288,5017,no
85.0,technician,married,basic.9y,no,no,no,cellular,dec,fri,115.0,11,999,0,nonexistent,1.1,94.565,-45.1,1.801,5191,no
58.0,management,married,basic.9y,no,no,yes,cellular,may,thu,545.0,7,999,0,nonexistent,-0.1,93.123,-41.0,1.579,5008,yes
26.0,services,married,professional.course,no,yes,no,cellular,sep,wed,99.0,12,999,0,nonexistent,1.1,93.825,-46.2,2.65,5176,no
39.0,admin.,single,university.degree,no,no,no,cellular,mar,mon,636.0,6,999,0,nonexistent,1.1,93.949,-54.8,4.836,5176,yes
,blue-collar,single,basic.9y,no,yes,yes,cellular,may,fri,108.0,2,999,0,nonexistent,1.4,91.884,-37.4,4.303,5076,no
79.0,admin.,married,basic.9y,unknown,yes,no,telephone,may,thu,26.0,5,999,0,nonexistent,-0.1,92.818,-44.9,2.209,5008,no
29.0,technician,married,high.school,no,no,no,cellular,jul,tue,19.0,13,999,0,nonexistent,1.1,93.619,-38.9,3.837,5076,no
33.0,management,married,university.degree,no,yes,no,cellular,may,mon,79.0,12,999,0,nonexistent,1.1,94.017,-45.0,2.939,4963,no
